MANAGING_AGCY_CD,SHORT_DESCR,ClntAgcyCode,AgcyName,project_id,OCCURRENCE_ID,pobject,phasetype,PlannedAmt,CommittedAmt,LiquidatedAmt,AvailableAmt,DataAsOF
850,"REPLACE WATER MAIN IN CRESCENT ST, BK                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-762  ,601,IFDS,IFA,5000,0,0,5000,12/15/2017
850,"REPLACE WATER MAIN IN CROPSEY AVE, BK                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-763  ,011,CONS,CAP,3000,2128,2128,872,12/15/2017
850,"REPLACE WATER MAIN IN FLUSHING AVE, BK                      ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-764  ,602,IFSP,IFA,10000,1257,1257,8743,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 20B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-765  ,014,CONS,CAP,55000,54050,54050,950,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 22B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-767  ,004,CONS,CAP,645000,644807,644807,193,12/15/2017
850,"REPLACEMENT OF  8"" AND 12"" AND 20"" DISTRIBUTION MAINS       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-771  ,013,IFSP,IFA,94000,93943,93943,57,12/15/2017
850,DISTRIBUTION WATER MAINS  IN  4 AV - 80 ST AND 95 ST        ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-774  ,001,IFDS,IFA,200000,199998,199998,2,12/15/2017
850,"WM REPLMT EAST NEW YORK AVE B/T HOWARD AV & PACIFIC ST, ETC ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-776  ,606,IFSP,IFA,50000,0,0,50000,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,602,IFDS,IFA,61000,0,0,61000,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T CARLTON & CLASSON ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778  ,004,IFDS,IFA,660000,659999,616641,1,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T CARLTON & CLASSON ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778  ,008,CONS,CAP,578000,577824,197091,176,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T Carlton & portland,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778A ,602,IFDS,IFA,550000,549999,285483,1,12/15/2017
850,SWR & WM EASTERN PKWY B/T GRAND ARMY PLAZA  & WASHINGTON    ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-779  ,002,CONS,CAP,4940000,4938979,4418568,1021,12/15/2017
850,SWR & WM EASTERN PKWY B/T GRAND ARMY PLAZA  & WASHINGTON    ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-779  ,003,CONS,CAP,2297000,2296484,1980822,516,12/15/2017
850,DUMBO/Vinegar Hill  Area Reconstruction & Plaza.            ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-794  ,002,CONS,CAP,4075000,0,0,4075000,12/15/2017
850,DUMBO/Vinegar Hill  Area Reconstruction & Plaza.            ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-794  ,601,IFDS,IFA,157000,0,0,157000,12/15/2017
850,WM replacement in Oriental Blvd                             ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-819  ,601,IFSP,IFA,500000,0,0,500000,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,802,CONS,CAP,3000,0,0,3000,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-001 ,007,CONS,CAP,766000,765658,525595,342,12/15/2017
850,BRIDGES DETENTION CENTER - LOCAL LAW #11/INTERIOR RENOVATION,130,DEPARTMENT OF JUVENILE JUSTICE,BXDETCT  ,104,IFDS,IFA,816000,810000,810000,6000,12/15/2017
850,BRONX ADDITION                                              ,130,DEPARTMENT OF JUVENILE JUSTICE,BXDETCT2 ,003,DSGN,CAP,0,0,0,0,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,006,CONS,CAP,11518000,0,0,11518000,12/15/2017
850,QUEENS HDM INTERIOR RECON                                   ,072,DEPARTMENT OF CORRECTION,C-104QHDM,016,CTGY,CAP,20000000,0,0,20000000,12/15/2017
850,WHITE STREET JAIL                                           ,072,DEPARTMENT OF CORRECTION,C-109-3  ,011,CTGY,CAP,9000000,0,0,9000000,12/15/2017
850,PERIMETER CONDUIT CENTER                                    ,072,DEPARTMENT OF CORRECTION,C101PRMTR,012,CONS,CAP,0,0,0,0,12/15/2017
850,PERIMETER CONDUIT CENTER                                    ,072,DEPARTMENT OF CORRECTION,C101PRMTR,020,CONS,CAP,0,0,0,0,12/15/2017
850,EGRESS STAIRS AT B'KLYN HOUSE OF DETENTION                  ,072,DEPARTMENT OF CORRECTION,C104EGRES,009,CNSP,CAP,804000,804202,804202,-202,12/15/2017
850,CIFM STAFF LOCKERS                                          ,072,DEPARTMENT OF CORRECTION,C114DDMOD,002,DSGN,CAP,291000,256138,254607,34862,12/15/2017
850,ELEC PERM POWER\GENERATORS-EAST/WEST STRUCTURES             ,072,DEPARTMENT OF CORRECTION,C114MBE3 ,008,CONS,CAP,16024000,206323,206323,15817677,12/15/2017
850,SUBMARINE CABLING EASTSIDE POWER                            ,072,DEPARTMENT OF CORRECTION,C114MBE3A,006,CONS,CAP,0,0,0,0,12/15/2017
850,BELLEVUE INTAKE CENTER                                      ,096,HUMAN RESOURCES ADMINISTRATION,ACSBELL  ,011,CONS,CAP,32204000,0,0,32204000,12/15/2017
850,CONGREGATE CARE FACILITIES                                  ,096,HUMAN RESOURCES ADMINISTRATION,ACSCCF   ,003,CONS,CAP,0,0,0,0,12/15/2017
850,LIRA MOTT SEN  CENTER                                       ,125,DEPARTMENT FOR THE AGING,AG-1LIMOT,011,SVCS,CAP,0,0,0,0,12/15/2017
850,SCSC-SUNYSIDE COMMUNITY SENIOR CENTER                       ,125,DEPARTMENT FOR THE AGING,AG-QSUNY ,003,CONS,CAP,315000,315000,315000,0,12/15/2017
850,BETANCES KITCHEN & ANSUL SUPP(VAR SITES)                    ,125,DEPARTMENT FOR THE AGING,AG1BKE   ,009,CONS,CAP,346000,0,0,346000,12/15/2017
850,SIROVICH ROOF AND PARAPET                                   ,125,DEPARTMENT FOR THE AGING,AG1SIRR  ,022,CTGY,CAP,11000,0,0,11000,12/15/2017
850,SIROVICH FIRE CODE COMPLIANCE                               ,125,DEPARTMENT FOR THE AGING,AG1SIRR2 ,002,DSGN,CAP,3000,0,0,3000,12/15/2017
850,SIROVICH-INT WATER DAMAGE REPAIR AND RENOVATIONS            ,125,DEPARTMENT FOR THE AGING,AG1SIRR4 ,007,CTGY,CAP,100000,14109,14109,85891,12/15/2017
850,SIROVICH SR CTR-INFRASTRUCTURE                              ,125,DEPARTMENT FOR THE AGING,AG1SIRR4P,003,IFSP,IFA,37000,37000,37000,0,12/15/2017
850,SIROVICH SR CTR-INFRASTRUCTURE                              ,125,DEPARTMENT FOR THE AGING,AG1SIRR4P,117,DSGN,CAP,0,0,0,0,12/15/2017
850,LENOX HILL PLAZA                                            ,125,DEPARTMENT FOR THE AGING,AGC-LENPL,104,CTGY,CAP,21000,0,0,21000,12/15/2017
850,VANDALIA SR CTR/HVAC                                        ,125,DEPARTMENT FOR THE AGING,AGC001VCR,012,IFSP,IFA,23000,22693,22693,307,12/15/2017
850,WOODSIDE SENIOR CENTER RECONSTRUCTION                       ,125,DEPARTMENT FOR THE AGING,AGCWOODRE,015,IFSP,IFA,60000,14996,14996,45004,12/15/2017
850,WOODSIDE SENIOR CENTER RECONSTRUCTION                       ,125,DEPARTMENT FOR THE AGING,AGCWOODRE,019,IFSP,IFA,0,0,0,0,12/15/2017
850,NYCHANGE PROJECT WITH DFTA                                  ,125,DEPARTMENT FOR THE AGING,AGNYCHANG,003,CONS,CAP,0,0,0,0,12/15/2017
850,JASA BRONX GROUP SERVICES                                   ,125,DEPARTMENT FOR THE AGING,AGX001LC ,014,CONS,CAP,76000,0,0,76000,12/15/2017
850,SEWER CONSTRUCTION                                          ,826,DEPT OF ENVIRONMENTAL PROTECTION,AUGSEWC  ,007,CONS,CAP,0,0,0,0,12/15/2017
850,REPLACE SEWER                                               ,826,DEPT OF ENVIRONMENTAL PROTECTION,AUGSEWR  ,010,CONS,CAP,0,0,0,0,12/15/2017
850,REPLACE SEWER                                               ,826,DEPT OF ENVIRONMENTAL PROTECTION,AUGSEWR  ,013,CONS,CAP,0,0,0,0,12/15/2017
850,178 CHRISTOPHER STREET                                      ,806,HOUSING PRESERVATION AND DEVELOPEMENT,BAILEY   ,100,IFSP,IFA,0,0,0,0,12/15/2017
850,"BORING, FY01                                                ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10LL  ,004,CTGY,CAP,1000000,0,0,1000000,12/15/2017
850,"BORING, FY01                                                ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10MM  ,003,SVCS,CAP,601000,581225,581225,19775,12/15/2017
850,"SERVICE CONTRACT FOR BORINGS, FY05-6                        ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10SS  ,004,SVCS,CAP,300000,0,0,300000,12/15/2017
850,"SERVICE CONTRACT FOR BORINGS, FY08-9                        ",826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10TT  ,001,SVCS,CAP,1500000,1277786,1277786,222214,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BC-10WW  ,013,SVCS,CAP,0,0,0,0,12/15/2017
850,SERVICE CONTRACT FOR BORINGS                                ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BC-10XX  ,019,SVCS,CAP,0,0,0,0,12/15/2017
850,DIST MAIN IMPROVEMENT DUE TO REMOVAL OF HP SYSTEM           ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-753  ,010,IFSP,IFA,5000,4879,4879,121,12/15/2017
850,"REPLACE WATER MAIN IN CROPSEY AVE, BK                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-763  ,003,CNSP,CAP,1526000,1359310,1359310,166690,12/15/2017
850,"REPLACE WATER MAIN IN CROPSEY AVE, BK                       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-763  ,601,IFDS,IFA,55000,11057,11057,43943,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 20B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-765  ,009,CONS,CAP,1000,621,621,379,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 20B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-765  ,017,IFDS,IFA,35000,1999,1999,33001,12/15/2017
850,"REPLACE WATER MAIN IN CLINTON STREET, BROOKLYN              ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-759  ,029,IFSP,IFA,131000,130326,130326,674,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 20B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-765  ,007,CONS,CAP,468000,457929,456593,10071,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 22B                         ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-767  ,601,IFSP,IFA,0,0,0,0,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 23B - PHASE I               ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-768A ,010,CTGY,CAP,3000000,0,0,3000000,12/15/2017
850,WATER MAIN CONNECTIONS TO SHAFT 23B - PHASE II              ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-768B ,003,CNSP,CAP,160000,0,0,160000,12/15/2017
850,REPLACEMENT OF VALVES AND REGULATORS                        ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-769  ,002,IFDS,IFA,170000,169536,169536,464,12/15/2017
850,REPLACEMENT OF VALVES AND REGULATORS                        ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-769  ,011,CNSP,CAP,202000,200392,200392,1608,12/15/2017
850,"TRUNK MAIN (72"") IN FT HAMILTON PKWY - 86 ST AND SHORE RD   ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-770  ,011,CONS,CAP,18000,18000,0,0,12/15/2017
850,"REPLACEMENT OF  8"" AND 12"" AND 20"" DISTRIBUTION MAINS       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-771  ,004,CTGY,CAP,1200000,0,0,1200000,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,011,CONS,CAP,36000,36000,0,0,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T CARLTON & CLASSON ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778  ,DC9,CNSP,CAP,0,0,0,0,12/15/2017
850,SWR & WM EASTERN PKWY B/T GRAND ARMY PLAZA  & WASHINGTON    ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-779  ,010,CONS,CAP,276000,275309,70843,691,12/15/2017
850,RECON OF WM & SWR IN 5 AVE B/T 65 ST & 34 ST                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-780  ,004,CNSP,CAP,160000,0,0,160000,12/15/2017
850,RECON OF WM & SWR IN 5 AVE B/T 65 ST & 34 ST                ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-780  ,604,IFSP,IFA,80000,0,0,80000,12/15/2017
850,"WM & Sewer work in Atlantic Ave (HWD10105, NDF-ATLAV)       ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-785A ,801,CONS,CAP,3000,0,0,3000,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,004,CONS,CAP,4838000,4838168,0,-168,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,012,CONS,CAP,135000,134307,0,693,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,020,CONS,CAP,1210000,1209355,0,645,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,607,IFSP,IFA,809000,0,0,809000,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-001 ,014,CNSP,CAP,0,0,0,0,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-003 ,600,IFDS,IFA,100000,94999,68267,5001,12/15/2017
850,BROOKLYN ADDITION                                           ,130,DEPARTMENT OF JUVENILE JUSTICE,BKDETCT2 ,005,CONS,CAP,0,0,0,0,12/15/2017
850,BRIDGES DETENTION CENTER - LOCAL LAW #11/INTERIOR RENOVATION,130,DEPARTMENT OF JUVENILE JUSTICE,BXDETCT  ,001,CONS,CAP,279000,0,0,279000,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,047,CNSP,CAP,161000,0,0,161000,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,047,DSGN,CAP,33000,503551,503551,-470551,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,049,CONS,CAP,106000,105627,105627,373,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,051,CONS,CAP,291000,290820,290820,180,12/15/2017
850,QUEENS HDM INTERIOR RECON                                   ,072,DEPARTMENT OF CORRECTION,C-104QHDM,008,CONS,CAP,126000,126500,126500,-500,12/15/2017
850,WHITE STREET JAIL                                           ,072,DEPARTMENT OF CORRECTION,C-109-3  ,004,IFSP,IFA,9000,8854,8854,146,12/15/2017
850,WHITE STREET JAIL                                           ,072,DEPARTMENT OF CORRECTION,C-109-3  ,010,OTHR,CAP,385000,0,0,385000,12/15/2017
850,PERIMETER CONDUIT CENTER                                    ,072,DEPARTMENT OF CORRECTION,C101PRMTR,004,CONS,CAP,27000,0,0,27000,12/15/2017
850,SWR & WM EASTERN PKWY B/T GRAND ARMY PLAZA  & WASHINGTON    ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-779  ,004,CNSP,CAP,580000,579705,579705,295,12/15/2017
850,SWR & WM EASTERN PKWY B/T GRAND ARMY PLAZA  & WASHINGTON    ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-779  ,011,CONS,CAP,0,0,0,0,12/15/2017
850,RECON OF WM IN KINGSTON AVE BTW EASTERN PKWY & EMPIRE BLVD  ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-787  ,001,CONS,CAP,951000,950395,950395,605,12/15/2017
850,DUMBO/Vinegar Hill  Area Reconstruction & Plaza.            ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-794  ,004,CONS,CAP,5489000,0,0,5489000,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-001 ,605,IFSP,IFA,120000,38999,38260,81001,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-002 ,606,IFSP,IFA,112000,95948,35319,16052,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-003 ,007,CNSP,CAP,121000,120680,0,320,12/15/2017
850,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN   ,826,DEPT OF ENVIRONMENTAL PROTECTION,BEDA-003 ,601,IFDS,IFA,100000,0,0,100000,12/15/2017
850,BERGEN STREET OFFICE RENOVATION                             ,806,HOUSING PRESERVATION AND DEVELOPEMENT,BERGEN   ,002,IFSP,IFA,170000,159999,11323,10001,12/15/2017
850,BERGEN STREET OFFICE RENOVATION                             ,806,HOUSING PRESERVATION AND DEVELOPEMENT,BERGEN   ,005,IFDS,IFA,142000,141999,122023,1,12/15/2017
850,FA - Boro Park YM & YWHA Center Renovations                 ,856,DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,BPKYWHA2 ,001,CONS,CAP,45000,45000,0,0,12/15/2017
850,BRIDGES DETENTION CENTER - LOCAL LAW #11/INTERIOR RENOVATION,130,DEPARTMENT OF JUVENILE JUSTICE,BXDETCT  ,003,DSGN,CAP,530000,529363,529363,637,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,012,CONS,CAP,585000,585035,585035,-35,12/15/2017
850,CAPACITY REPLACEMENT GRVC BED ADDITION                      ,072,DEPARTMENT OF CORRECTION,C114GMOD ,003,DSGN,CAP,0,0,0,0,12/15/2017
850,CAPACITY REPLACEMENT GRVC BED ADDITION                      ,072,DEPARTMENT OF CORRECTION,C114GMOD ,023,CONS,CAP,0,0,0,0,12/15/2017
850,CAPACITY REPLACEMENT GRVC BED ADDITION                      ,072,DEPARTMENT OF CORRECTION,C114GMOD ,030,DSGN,CAP,201000,200090,200090,910,12/15/2017
850,CAPACITY REPLACEMENT GRVC BED ADDITION                      ,072,DEPARTMENT OF CORRECTION,C114GMOD ,035,CONS,CAP,0,0,0,0,12/15/2017
850,ELEC PERM POWER\GENERATORS-EAST/WEST STRUCTURES             ,072,DEPARTMENT OF CORRECTION,C114MBE3 ,001,CONS,CAP,-34000,0,0,-34000,12/15/2017
850,ELEC PERM POWER\GENERATORS-EAST/WEST STRUCTURES             ,072,DEPARTMENT OF CORRECTION,C114MBE3 ,018,CONS,CAP,28000,0,0,28000,12/15/2017
850,CAPACITY REPLACEMENT PROGRAM- BKDC RECON. & REPLACEMENT     ,072,DEPARTMENT OF CORRECTION,C114NEWF2,002,IFDS,IFA,1250000,1148999,1137935,101001,12/15/2017
850,CAPACITY REPLACEMENT PROGRAM- BKDC RECON. & REPLACEMENT     ,072,DEPARTMENT OF CORRECTION,C114NEWF2,011,CONS,CAP,0,0,0,0,12/15/2017
850,VISIT HOUSE                                                 ,072,DEPARTMENT OF CORRECTION,C114VHCIF,014,DSGN,CAP,56000,55806,55806,194,12/15/2017
850,VISIT HOUSE                                                 ,072,DEPARTMENT OF CORRECTION,C114VHCIF,017,CONS,CAP,0,0,0,0,12/15/2017
850,500 BED - OBCC                                              ,072,DEPARTMENT OF CORRECTION,C124-500 ,001,DSGN,CAP,8000,0,0,8000,12/15/2017
850,OBCC BATHRM & SHWR FLOORS                                   ,072,DEPARTMENT OF CORRECTION,C124-FLOR,007,CONS,CAP,1000,0,0,1000,12/15/2017
850,OBCC BATHRM & SHWR FLOORS                                   ,072,DEPARTMENT OF CORRECTION,C124-FLOR,018,DSGN,CAP,35000,34417,34417,583,12/15/2017
850,ALTERATIONS TO POWER PLANT AT RIKERS ISLAND                 ,072,DEPARTMENT OF CORRECTION,C130-P1  ,005,IFSP,IFA,30000,29999,29999,1,12/15/2017
850, POWERHOUSE WALL REHAB                                      ,072,DEPARTMENT OF CORRECTION,C130-PIPE,003,IFSP,IFA,45000,44998,44998,2,12/15/2017
850, POWERHOUSE WALL REHAB                                      ,072,DEPARTMENT OF CORRECTION,C130-PIPE,010,CONS,CAP,184000,0,0,184000,12/15/2017
850,NIC WINDOW REPLACEMENT                                      ,072,DEPARTMENT OF CORRECTION,C133WNDW ,005,CTGY,CAP,100000,0,0,100000,12/15/2017
850,"CEILING RECON JATC,RI (W/C75-TRRF)                          ",072,DEPARTMENT OF CORRECTION,C135-ROOF,009,CONS,CAP,8000,0,0,8000,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,018,CNSP,CAP,263000,262915,0,85,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,021,CNSP,CAP,32000,31557,0,443,12/15/2017
850,WM REPLMT IN LEONARD STRET B/T DRIGGS AV AND MAUJER ST      ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-777  ,604,IFSP,IFA,400000,399999,336027,1,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T CARLTON & CLASSON ,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778  ,DC6,CNSP,CAP,128000,128000,128000,0,12/15/2017
850,TRUNK & DIST. W/M REPL IN ATALNTIC AV B/T Carlton & portland,826,DEPT OF ENVIRONMENTAL PROTECTION,BED-778A ,604,IFSP,IFA,50000,0,0,50000,12/15/2017
850,"wm & Comb swr replacment.  Williamsbug bridge plaza, bklyn  ",826,DEPT OF ENVIRONMENTAL PROTECTION,BED-797  ,602,IFDS,IFA,57000,56999,1229,1,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,008,CNSP,CAP,887000,886999,0,1,12/15/2017
850,"72"" Replacement in Flatbush Avenue between Sterling Pl & 8th",826,DEPT OF ENVIRONMENTAL PROTECTION,BED798   ,019,CONS,CAP,226000,226450,0,-450,12/15/2017
850,BROOKLYN ADDITION                                           ,130,DEPARTMENT OF JUVENILE JUSTICE,BKDETCT2 ,015,IFSP,IFA,80000,79953,79953,47,12/15/2017
850,BRONX ADDITION                                              ,130,DEPARTMENT OF JUVENILE JUSTICE,BXDETCT2 ,009,CTGY,CAP,0,0,0,0,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,001,DSGN,CAP,52000,0,0,52000,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,025,CONS,CAP,373000,361897,361897,11103,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,037,CONS,CAP,5000,4128,4128,872,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,038,CONS,CAP,631000,630445,630445,555,12/15/2017
850,BKDC PHASE B                                                ,072,DEPARTMENT OF CORRECTION,C-104A-1B,056,SVCS,CAP,2000,208797,208797,-206797,12/15/2017
850,QUEENS HDM INTERIOR RECON                                   ,072,DEPARTMENT OF CORRECTION,C-104QHDM,013,CONS,CAP,0,0,0,0,12/15/2017
850,QUEENS HDM INTERIOR RECON                                   ,072,DEPARTMENT OF CORRECTION,C-104QHDM,014,DSGN,CAP,37000,35850,35850,1150,12/15/2017
850,PERIMETER CONDUIT CENTER                                    ,072,DEPARTMENT OF CORRECTION,C101PRMTR,009,CONS,CAP,114000,114000,114000,0,12/15/2017
850,EGRESS STAIRS AT B'KLYN HOUSE OF DETENTION                  ,072,DEPARTMENT OF CORRECTION,C104EGRES,003,DSGN,CAP,36000,1180684,1180684,-1144684,12/15/2017
850,200 DORMITORY BEDS AT ARDC                                  ,072,DEPARTMENT OF CORRECTION,C114ARDC ,001,DSGN,CAP,1142000,1141293,1141293,707,12/15/2017
850,200 DORMITORY BEDS AT ARDC                                  ,072,DEPARTMENT OF CORRECTION,C114ARDC ,007,CONS,CAP,0,0,0,0,12/15/2017
850,CIFM STAFF LOCKERS                                          ,072,DEPARTMENT OF CORRECTION,C114DDMOD,008,DSGN,CAP,169000,168573,168573,427,12/15/2017
850,CAPACITY REPLACEMENT GRVC BED ADDITION                      ,072,DEPARTMENT OF CORRECTION,C114GMOD ,019,SVCS,CAP,126000,2390353,2390353,-2264353,12/15/2017
850,ELEC PERM POWER\GENERATORS-EAST/WEST STRUCTURES             ,072,DEPARTMENT OF CORRECTION,C114MBE3 ,016,CONS,CAP,99000,0,0,99000,12/15/2017
850,ELEC PERM POWER\GENERATORS-EAST/WEST STRUCTURES             ,072,DEPARTMENT OF CORRECTION,C114MBE3 ,025,CONS,CAP,2000,0,0,2000,12/15/2017
850,ELEC PERM POWER\GENERATORS-EAST/WEST STRUCTURES             ,072,DEPARTMENT OF CORRECTION,C114MBE3 ,032,CONS,CAP,53000,50142,50142,2858,12/15/2017
850,PERM ELEC/LV SYSTEM - WEST SIDE CDU                         ,072,DEPARTMENT OF CORRECTION,C114MBE3W,014,CONS,CAP,9000,0,0,9000,12/15/2017
850,CAPACITY REPLACEMENT PROGRAM- BKDC RECON. & REPLACEMENT     ,072,DEPARTMENT OF CORRECTION,C114NEWF2,013,CONS,CAP,216000,215095,171998,905,12/15/2017
850,NEW RIKERS ISLAND FACILITY                                  ,072,DEPARTMENT OF CORRECTION,C114NEWRI,002,CNSP,CAP,44013000,0,0,44013000,12/15/2017
850,NEW RIKERS ISLAND FACILITY                                  ,072,DEPARTMENT OF CORRECTION,C114NEWRI,002,CONS,CAP,13487000,57207846,14758133,-43720846,12/15/2017
850,800 DORMITORY BEDS AT RMSC                                  ,072,DEPARTMENT OF CORRECTION,C114RMSC ,003,IFSP,IFA,313000,312256,312256,744,12/15/2017
850,BELLEVUE INTAKE CENTER                                      ,096,HUMAN RESOURCES ADMINISTRATION,ACSBELL  ,015,CTGY,CAP,909000,0,0,909000,12/15/2017
